seq_type	feature	class	product_accession	name	symbol	locus_tag	symbol_old	locus_tag_old	symbol_renamed	locus_tag_a	final_gene_name
chromosome	CDS	with_protein	WHS54575.1	septal ring lytic transglycosylase RlpA family protein		QLH64-00960		QLH64_00960	FALSE	QLH64-00960	QLH64-00960
chromosome	CDS	with_protein	WHS54576.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB	QLH64-00965	gatB	QLH64_00965	FALSE	QLH64-00965	gatB
chromosome	CDS	with_protein	WHS54577.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA	QLH64-00970	gatA	QLH64_00970	FALSE	QLH64-00970	gatA
chromosome	CDS	with_protein	WHS54578.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC	QLH64-00975	gatC	QLH64_00975	FALSE	QLH64-00975	gatC
chromosome	CDS	with_protein	WHS54579.1	rod shape-determining protein MreB	mreB	QLH64-00980	mreB	QLH64_00980	FALSE	QLH64-00980	mreB
chromosome	CDS	with_protein	WHS57102.1	rod shape-determining protein MreC	mreC	QLH64-00985	mreC	QLH64_00985	FALSE	QLH64-00985	mreC
chromosome	CDS	with_protein	WHS54580.1	rod shape-determining protein MreD	mreD	QLH64-00990	mreD	QLH64_00990	FALSE	QLH64-00990	mreD
chromosome	CDS	with_protein	WHS54581.1	Maf family protein		QLH64-00995		QLH64_00995	FALSE	QLH64-00995	QLH64-00995
chromosome	CDS	with_protein	WHS54582.1	ribonuclease G	rng	QLH64-01000	rng	QLH64_01000	FALSE	QLH64-01000	rng
chromosome	CDS	with_protein	WHS54583.1	YhdP family protein		QLH64-01005		QLH64_01005	FALSE	QLH64-01005	QLH64-01005
chromosome	CDS	with_protein	WHS54584.1	carbon-nitrogen hydrolase family protein		QLH64-01010		QLH64_01010	FALSE	QLH64-01010	QLH64-01010
chromosome	CDS	with_protein	WHS54585.1	metalloprotease TldD	tldD	QLH64-01015	tldD	QLH64_01015	FALSE	QLH64-01015	tldD
chromosome	CDS	with_protein	WHS54586.1	ribosome biogenesis factor YjgA	yjgA	QLH64-01020	yjgA	QLH64_01020	FALSE	QLH64-01020	yjgA
chromosome	CDS	with_protein	WHS54587.1	metalloprotease PmbA	pmbA	QLH64-01025	pmbA	QLH64_01025	FALSE	QLH64-01025	pmbA
chromosome	CDS	with_protein	WHS54588.1	IS4 family transposase		QLH64-01030		QLH64_01030	FALSE	QLH64-01030	QLH64-01030
chromosome	CDS	with_protein	WHS54589.1	FagA protein		QLH64-01035		QLH64_01035	FALSE	QLH64-01035	QLH64-01035
chromosome	CDS	with_protein	WHS54590.1	class II fumarate hydratase		QLH64-01040		QLH64_01040	FALSE	QLH64-01040	QLH64-01040
chromosome	CDS	with_protein	WHS54591.1	hypothetical protein		QLH64-01045		QLH64_01045	FALSE	QLH64-01045	QLH64-01045
chromosome	CDS	with_protein	WHS54592.1	superoxide dismutase		QLH64-01050		QLH64_01050	FALSE	QLH64-01050	QLH64-01050
chromosome	CDS	with_protein	WHS54593.1	ZIP family metal transporter		QLH64-01055		QLH64_01055	FALSE	QLH64-01055	QLH64-01055
chromosome	CDS	with_protein	WHS54594.1	HPr family phosphocarrier protein		QLH64-01060		QLH64_01060	FALSE	QLH64-01060	QLH64-01060
chromosome	CDS	with_protein	WHS54595.1	RNase adapter RapZ	rapZ	QLH64-01065	rapZ	QLH64_01065	FALSE	QLH64-01065	rapZ
chromosome	CDS	with_protein	WHS54596.1	PTS IIA-like nitrogen regulatory protein PtsN	ptsN	QLH64-01070	ptsN	QLH64_01070	FALSE	QLH64-01070	ptsN
chromosome	CDS	with_protein	WHS54597.1	ribosome-associated translation inhibitor RaiA	raiA	QLH64-01075	raiA	QLH64_01075	FALSE	QLH64-01075	raiA
chromosome	CDS	with_protein	WHS54598.1	RNA polymerase factor sigma-54		QLH64-01080		QLH64_01080	FALSE	QLH64-01080	QLH64-01080
chromosome	CDS	with_protein	WHS54599.1	LPS export ABC transporter ATP-binding protein	lptB	QLH64-01085	lptB	QLH64_01085	FALSE	QLH64-01085	lptB
chromosome	CDS	with_protein	WHS54600.1	lipopolysaccharide transport periplasmic protein LptA	lptA	QLH64-01090	lptA	QLH64_01090	FALSE	QLH64-01090	lptA
chromosome	CDS	with_protein	WHS54601.1	LPS export ABC transporter periplasmic protein LptC	lptC	QLH64-01095	lptC	QLH64_01095	FALSE	QLH64-01095	lptC
chromosome	CDS	with_protein	WHS54602.1	HAD family hydrolase		QLH64-01100		QLH64_01100	FALSE	QLH64-01100	QLH64-01100
chromosome	CDS	with_protein	WHS54603.1	KpsF/GutQ family sugar-phosphate isomerase		QLH64-01105		QLH64_01105	FALSE	QLH64-01105	QLH64-01105
chromosome	CDS	with_protein	WHS54604.1	ATP-binding cassette domain-containing protein		QLH64-01110		QLH64_01110	FALSE	QLH64-01110	QLH64-01110
chromosome	CDS	with_protein	WHS54605.1	lipid asymmetry maintenance ABC transporter permease subunit MlaE	mlaE	QLH64-01115	mlaE	QLH64_01115	FALSE	QLH64-01115	mlaE
chromosome	CDS	with_protein	WHS54606.1	outer membrane lipid asymmetry maintenance protein MlaD	mlaD	QLH64-01120	mlaD	QLH64_01120	FALSE	QLH64-01120	mlaD
chromosome	CDS	with_protein	WHS54607.1	ABC transporter substrate-binding protein		QLH64-01125		QLH64_01125	FALSE	QLH64-01125	QLH64-01125
chromosome	CDS	with_protein	WHS54608.1	STAS domain-containing protein		QLH64-01130		QLH64_01130	FALSE	QLH64-01130	QLH64-01130
chromosome	CDS	with_protein	WHS54609.1	BolA family protein		QLH64-01135		QLH64_01135	FALSE	QLH64-01135	QLH64-01135
chromosome	CDS	with_protein	WHS54610.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	QLH64-01140	murA	QLH64_01140	FALSE	QLH64-01140	murA
chromosome	CDS	with_protein	WHS54611.1	ATP phosphoribosyltransferase	hisG	QLH64-01145	hisG	QLH64_01145	FALSE	QLH64-01145	hisG
chromosome	CDS	with_protein	WHS54612.1	histidinol dehydrogenase	hisD	QLH64-01150	hisD	QLH64_01150	FALSE	QLH64-01150	hisD
chromosome	CDS	with_protein	WHS54613.1	histidinol-phosphate transaminase	hisC_1	QLH64-01155	hisC	QLH64_01155	TRUE	QLH64-01155	hisC_1
chromosome	CDS	with_protein	WHS54614.1	methyl-accepting chemotaxis protein		QLH64-01160		QLH64_01160	FALSE	QLH64-01160	QLH64-01160
chromosome	CDS	with_protein	WHS54615.1	M48 family metallopeptidase		QLH64-01165		QLH64_01165	FALSE	QLH64-01165	QLH64-01165
chromosome	CDS	with_protein	WHS54616.1	TMEM165/GDT1 family protein		QLH64-01170		QLH64_01170	FALSE	QLH64-01170	QLH64-01170
chromosome	CDS	with_protein	WHS54617.1	class I SAM-dependent methyltransferase		QLH64-01175		QLH64_01175	FALSE	QLH64-01175	QLH64-01175
chromosome	CDS	with_protein	WHS54618.1	2-hydroxyacid dehydrogenase		QLH64-01180		QLH64_01180	FALSE	QLH64-01180	QLH64-01180
chromosome	CDS	with_protein	WHS54619.1	LysE family transporter		QLH64-01185		QLH64_01185	FALSE	QLH64-01185	QLH64-01185
chromosome	CDS	with_protein	WHS54620.1	fatty acid--CoA ligase		QLH64-01190		QLH64_01190	FALSE	QLH64-01190	QLH64-01190
chromosome	CDS	with_protein	WHS54621.1	DUF1302 domain-containing protein		QLH64-01195		QLH64_01195	FALSE	QLH64-01195	QLH64-01195
chromosome	CDS	with_protein	WHS54622.1	DUF1329 domain-containing protein		QLH64-01200		QLH64_01200	FALSE	QLH64-01200	QLH64-01200
chromosome	CDS	with_protein	WHS54623.1	LuxR C-terminal-related transcriptional regulator		QLH64-01205		QLH64_01205	FALSE	QLH64-01205	QLH64-01205
chromosome	CDS	with_protein	WHS54624.1	methylated-DNA--[protein]-cysteine S-methyltransferase		QLH64-01210		QLH64_01210	FALSE	QLH64-01210	QLH64-01210
chromosome	CDS	with_protein	WHS54625.1	alkaline phosphatase D family protein		QLH64-01215		QLH64_01215	FALSE	QLH64-01215	QLH64-01215
chromosome	CDS	with_protein	WHS54626.1	TRAP transporter substrate-binding protein		QLH64-01220		QLH64_01220	FALSE	QLH64-01220	QLH64-01220
chromosome	CDS	with_protein	WHS54627.1	C4-dicarboxylate TRAP transporter large permease protein DctM	dctM	QLH64-01225	dctM	QLH64_01225	FALSE	QLH64-01225	dctM
chromosome	CDS	with_protein	WHS54628.1	TRAP transporter small permease		QLH64-01230		QLH64_01230	FALSE	QLH64-01230	QLH64-01230
chromosome	CDS	with_protein	WHS57103.1	C4-dicarboxylate TRAP substrate-binding protein DctP	dctP	QLH64-01235	dctP	QLH64_01235	FALSE	QLH64-01235	dctP
chromosome	CDS	with_protein	WHS54629.1	type VI secretion system amidase effector protein Tae4		QLH64-01240		QLH64_01240	FALSE	QLH64-01240	QLH64-01240
chromosome	CDS	with_protein	WHS54630.1	hypothetical protein		QLH64-01245		QLH64_01245	FALSE	QLH64-01245	QLH64-01245
chromosome	CDS	with_protein	WHS54631.1	VOC family protein		QLH64-01250		QLH64_01250	FALSE	QLH64-01250	QLH64-01250
chromosome	CDS	with_protein	WHS54632.1	arylsulfatase		QLH64-01255		QLH64_01255	FALSE	QLH64-01255	QLH64-01255
chromosome	CDS	with_protein	WHS54633.1	TIM barrel protein		QLH64-01260		QLH64_01260	FALSE	QLH64-01260	QLH64-01260
chromosome	CDS	without_protein		metal ABC transporter ATP-binding protein		QLH64-01265		QLH64_01265	FALSE	QLH64-01265	QLH64-01265
chromosome	CDS	with_protein	WHS54634.1	DUF4256 domain-containing protein		QLH64-01270		QLH64_01270	FALSE	QLH64-01270	QLH64-01270
chromosome	CDS	with_protein	WHS54635.1	hypothetical protein		QLH64-01275		QLH64_01275	FALSE	QLH64-01275	QLH64-01275
chromosome	CDS	with_protein	WHS54636.1	hypothetical protein		QLH64-01280		QLH64_01280	FALSE	QLH64-01280	QLH64-01280
chromosome	CDS	with_protein	WHS54637.1	IS110 family transposase		QLH64-01285		QLH64_01285	FALSE	QLH64-01285	QLH64-01285
chromosome	CDS	with_protein	WHS57104.1	DUF488 family protein		QLH64-01290		QLH64_01290	FALSE	QLH64-01290	QLH64-01290
chromosome	CDS	with_protein	WHS54638.1	helix-turn-helix domain-containing protein		QLH64-01295		QLH64_01295	FALSE	QLH64-01295	QLH64-01295
chromosome	CDS	with_protein	WHS54639.1	7TM-DISM domain-containing protein		QLH64-01300		QLH64_01300	FALSE	QLH64-01300	QLH64-01300
chromosome	CDS	with_protein	WHS54640.1	TonB-dependent receptor		QLH64-01305		QLH64_01305	FALSE	QLH64-01305	QLH64-01305
chromosome	CDS	with_protein	WHS54641.1	sensor domain-containing diguanylate cyclase		QLH64-01310		QLH64_01310	FALSE	QLH64-01310	QLH64-01310
chromosome	CDS	with_protein	WHS54642.1	hypothetical protein		QLH64-01315		QLH64_01315	FALSE	QLH64-01315	QLH64-01315
chromosome	CDS	with_protein	WHS54643.1	IS4 family transposase		QLH64-01320		QLH64_01320	FALSE	QLH64-01320	QLH64-01320
chromosome	CDS	with_protein	WHS54644.1	DUF6124 family protein		QLH64-01325		QLH64_01325	FALSE	QLH64-01325	QLH64-01325
chromosome	CDS	with_protein	WHS54645.1	DUF6429 family protein		QLH64-01330		QLH64_01330	FALSE	QLH64-01330	QLH64-01330
chromosome	CDS	with_protein	WHS54646.1	Rho-binding antiterminator		QLH64-01335		QLH64_01335	FALSE	QLH64-01335	QLH64-01335
chromosome	CDS	with_protein	WHS54647.1	hypothetical protein		QLH64-01340		QLH64_01340	FALSE	QLH64-01340	QLH64-01340
chromosome	CDS	with_protein	WHS54648.1	hypothetical protein		QLH64-01345		QLH64_01345	FALSE	QLH64-01345	QLH64-01345
chromosome	CDS	with_protein	WHS54649.1	hypothetical protein		QLH64-01350		QLH64_01350	FALSE	QLH64-01350	QLH64-01350
chromosome	CDS	with_protein	WHS54650.1	colicin E3-like toxin immunity protein		QLH64-01355		QLH64_01355	FALSE	QLH64-01355	QLH64-01355
chromosome	CDS	with_protein	WHS54651.1	pyocin S6 family toxin immunity protein		QLH64-01360		QLH64_01360	FALSE	QLH64-01360	QLH64-01360
chromosome	CDS	with_protein	WHS54652.1	colicin E3-like toxin immunity protein		QLH64-01365		QLH64_01365	FALSE	QLH64-01365	QLH64-01365
chromosome	CDS	with_protein	WHS54653.1	colicin E3/pyocin S6 family cytotoxin		QLH64-01370		QLH64_01370	FALSE	QLH64-01370	QLH64-01370
chromosome	CDS	with_protein	WHS54654.1	DUF6124 family protein		QLH64-01375		QLH64_01375	FALSE	QLH64-01375	QLH64-01375
chromosome	CDS	without_protein		transposase		QLH64-01380		QLH64_01380	FALSE	QLH64-01380	QLH64-01380
chromosome	CDS	with_protein	WHS54655.1	IS66 family insertion sequence element accessory protein TnpB	tnpB_1	QLH64-01385	tnpB	QLH64_01385	TRUE	QLH64-01385	tnpB_1
chromosome	CDS	with_protein	WHS54656.1	IS66 family transposase		QLH64-01390		QLH64_01390	FALSE	QLH64-01390	QLH64-01390
chromosome	CDS	with_protein	WHS54657.1	plasmid pRiA4b ORF-3 family protein		QLH64-01395		QLH64_01395	FALSE	QLH64-01395	QLH64-01395
chromosome	CDS	with_protein	WHS54658.1	hypothetical protein		QLH64-01400		QLH64_01400	FALSE	QLH64-01400	QLH64-01400
chromosome	CDS	with_protein	WHS54659.1	dsDNA nuclease domain-containing protein		QLH64-01405		QLH64_01405	FALSE	QLH64-01405	QLH64-01405
chromosome	CDS	without_protein		IS66 family transposase		QLH64-01410		QLH64_01410	FALSE	QLH64-01410	QLH64-01410
chromosome	CDS	with_protein	WHS54660.1	IS66 family insertion sequence element accessory protein TnpB	tnpB_2	QLH64-01415	tnpB	QLH64_01415	TRUE	QLH64-01415	tnpB_2
chromosome	CDS	with_protein	WHS54661.1	transposase		QLH64-01420		QLH64_01420	FALSE	QLH64-01420	QLH64-01420
chromosome	CDS	with_protein	WHS54662.1	SIR2 family protein		QLH64-01425		QLH64_01425	FALSE	QLH64-01425	QLH64-01425
chromosome	CDS	with_protein	WHS54663.1	ATP-binding protein		QLH64-01430		QLH64_01430	FALSE	QLH64-01430	QLH64-01430
chromosome	CDS	with_protein	WHS54664.1	restriction endonuclease		QLH64-01435		QLH64_01435	FALSE	QLH64-01435	QLH64-01435
chromosome	CDS	with_protein	WHS54665.1	bacteriophage abortive infection AbiH family protein		QLH64-01440		QLH64_01440	FALSE	QLH64-01440	QLH64-01440
chromosome	CDS	with_protein	WHS54666.1	hypothetical protein		QLH64-01445		QLH64_01445	FALSE	QLH64-01445	QLH64-01445
chromosome	CDS	with_protein	WHS54667.1	barstar family protein		QLH64-01450		QLH64_01450	FALSE	QLH64-01450	QLH64-01450
chromosome	CDS	with_protein	WHS54668.1	hypothetical protein		QLH64-01455		QLH64_01455	FALSE	QLH64-01455	QLH64-01455
chromosome	tRNA			tRNA-Leu		QLH64-01460		QLH64_01460	FALSE	QLH64-01460	QLH64-01460
chromosome	CDS	with_protein	WHS54669.1	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA	QLH64-01465	queA	QLH64_01465	FALSE	QLH64-01465	queA
chromosome	CDS	with_protein	WHS57105.1	tRNA guanosine(34) transglycosylase Tgt	tgt	QLH64-01470	tgt	QLH64_01470	FALSE	QLH64-01470	tgt
chromosome	CDS	with_protein	WHS54670.1	preprotein translocase subunit YajC	yajC	QLH64-01475	yajC	QLH64_01475	FALSE	QLH64-01475	yajC
chromosome	CDS	with_protein	WHS54671.1	protein translocase subunit SecD	secD	QLH64-01480	secD	QLH64_01480	FALSE	QLH64-01480	secD
chromosome	CDS	with_protein	WHS54672.1	protein translocase subunit SecF	secF	QLH64-01485	secF	QLH64_01485	FALSE	QLH64-01485	secF
chromosome	CDS	with_protein	WHS54673.1	glycine zipper 2TM domain-containing protein		QLH64-01490		QLH64_01490	FALSE	QLH64-01490	QLH64-01490
chromosome	CDS	with_protein	WHS54674.1	inositol-phosphate phosphatase	suhB	QLH64-01495	suhB	QLH64_01495	FALSE	QLH64-01495	suhB
chromosome	CDS	with_protein	WHS54675.1	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	trmJ	QLH64-01500	trmJ	QLH64_01500	FALSE	QLH64-01500	trmJ
chromosome	CDS	with_protein	WHS54676.1	serine O-acetyltransferase	cysE	QLH64-01505	cysE	QLH64_01505	FALSE	QLH64-01505	cysE
chromosome	CDS	with_protein	WHS54677.1	Fe-S cluster assembly transcriptional regulator IscR	iscR	QLH64-01510	iscR	QLH64_01510	FALSE	QLH64-01510	iscR
chromosome	CDS	with_protein	WHS54678.1	IscS subfamily cysteine desulfurase		QLH64-01515		QLH64_01515	FALSE	QLH64-01515	QLH64-01515
chromosome	CDS	with_protein	WHS54679.1	Fe-S cluster assembly scaffold IscU	iscU	QLH64-01520	iscU	QLH64_01520	FALSE	QLH64-01520	iscU
chromosome	CDS	with_protein	WHS54680.1	iron-sulfur cluster assembly protein IscA	iscA	QLH64-01525	iscA	QLH64_01525	FALSE	QLH64-01525	iscA
chromosome	CDS	with_protein	WHS54681.1	co-chaperone HscB	hscB	QLH64-01530	hscB	QLH64_01530	FALSE	QLH64-01530	hscB
chromosome	CDS	with_protein	WHS54682.1	Fe-S protein assembly chaperone HscA	hscA	QLH64-01535	hscA	QLH64_01535	FALSE	QLH64-01535	hscA
chromosome	CDS	with_protein	WHS54683.1	ISC system 2Fe-2S type ferredoxin	fdx	QLH64-01540	fdx	QLH64_01540	FALSE	QLH64-01540	fdx
chromosome	CDS	with_protein	WHS54684.1	Fe-S cluster assembly protein IscX	iscX	QLH64-01545	iscX	QLH64_01545	FALSE	QLH64-01545	iscX
chromosome	CDS	with_protein	WHS54685.1	nucleoside-diphosphate kinase	ndk	QLH64-01550	ndk	QLH64_01550	FALSE	QLH64-01550	ndk
chromosome	CDS	with_protein	WHS54686.1	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN	QLH64-01555	rlmN	QLH64_01555	FALSE	QLH64-01555	rlmN
chromosome	CDS	with_protein	WHS54687.1	type IV pilus biogenesis/stability protein PilW	pilW	QLH64-01560	pilW	QLH64_01560	FALSE	QLH64-01560	pilW
chromosome	CDS	with_protein	WHS54688.1	helix-turn-helix domain-containing protein		QLH64-01565		QLH64_01565	FALSE	QLH64-01565	QLH64-01565
chromosome	CDS	with_protein	WHS54689.1	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG	QLH64-01570	ispG	QLH64_01570	FALSE	QLH64-01570	ispG
chromosome	CDS	with_protein	WHS54690.1	histidine--tRNA ligase	hisS	QLH64-01575	hisS	QLH64_01575	FALSE	QLH64-01575	hisS
chromosome	CDS	with_protein	WHS54691.1	tetratricopeptide repeat protein		QLH64-01580		QLH64_01580	FALSE	QLH64-01580	QLH64-01580
chromosome	CDS	with_protein	WHS54692.1	outer membrane protein assembly factor BamB	bamB	QLH64-01585	bamB	QLH64_01585	FALSE	QLH64-01585	bamB
chromosome	CDS	with_protein	WHS54693.1	ribosome biogenesis GTPase Der	der	QLH64-01590	der	QLH64_01590	FALSE	QLH64-01590	der
chromosome	CDS	with_protein	WHS54694.1	pyridoxal phosphate-dependent aminotransferase		QLH64-01595		QLH64_01595	FALSE	QLH64-01595	QLH64-01595
chromosome	CDS	with_protein	WHS54695.1	amidohydrolase		QLH64-01600		QLH64_01600	FALSE	QLH64-01600	QLH64-01600
chromosome	CDS	with_protein	WHS54696.1	hypothetical protein		QLH64-01605		QLH64_01605	FALSE	QLH64-01605	QLH64-01605
chromosome	CDS	with_protein	WHS54697.1	2-isopropylmalate synthase	leuA_2	QLH64-01610	leuA	QLH64_01610	TRUE	QLH64-01610	leuA_2
chromosome	CDS	with_protein	WHS54698.1	peptidoglycan DD-metalloendopeptidase family protein		QLH64-01615		QLH64_01615	FALSE	QLH64-01615	QLH64-01615
chromosome	CDS	with_protein	WHS57106.1	exodeoxyribonuclease VII large subunit	xseA	QLH64-01620	xseA	QLH64_01620	FALSE	QLH64-01620	xseA
chromosome	CDS	with_protein	WHS54699.1	sulfite exporter TauE/SafE family protein		QLH64-01625		QLH64_01625	FALSE	QLH64-01625	QLH64-01625
chromosome	CDS	with_protein	WHS54700.1	sugar ABC transporter ATPase		QLH64-01630		QLH64_01630	FALSE	QLH64-01630	QLH64-01630
chromosome	CDS	with_protein	WHS54701.1	IMP dehydrogenase	guaB	QLH64-01635	guaB	QLH64_01635	FALSE	QLH64-01635	guaB
chromosome	CDS	with_protein	WHS54702.1	glutamine-hydrolyzing GMP synthase	guaA	QLH64-01640	guaA	QLH64_01640	FALSE	QLH64-01640	guaA
chromosome	CDS	with_protein	WHS54703.1	hypothetical protein		QLH64-01645		QLH64_01645	FALSE	QLH64-01645	QLH64-01645
chromosome	CDS	with_protein	WHS54704.1	trehalose operon repressor	treR	QLH64-01650	treR	QLH64_01650	FALSE	QLH64-01650	treR
chromosome	CDS	with_protein	WHS54705.1	PTS system trehalose-specific EIIBC component	treP	QLH64-01655	treP	QLH64_01655	FALSE	QLH64-01655	treP
chromosome	CDS	with_protein	WHS54706.1	alpha,alpha-phosphotrehalase	treC	QLH64-01660	treC	QLH64_01660	FALSE	QLH64-01660	treC
chromosome	CDS	with_protein	WHS54707.1	carbohydrate porin		QLH64-01665		QLH64_01665	FALSE	QLH64-01665	QLH64-01665
chromosome	CDS	with_protein	WHS54708.1	phosphoenolpyruvate--protein phosphotransferase	ptsP_2	QLH64-01670	ptsP	QLH64_01670	TRUE	QLH64-01670	ptsP_2
chromosome	CDS	with_protein	WHS54709.1	PTS transporter subunit EIIB		QLH64-01675		QLH64_01675	FALSE	QLH64-01675	QLH64-01675
chromosome	CDS	with_protein	WHS54710.1	tetratricopeptide repeat protein		QLH64-01680		QLH64_01680	FALSE	QLH64-01680	QLH64-01680
chromosome	CDS	with_protein	WHS54711.1	multicopper oxidase family protein		QLH64-01685		QLH64_01685	FALSE	QLH64-01685	QLH64-01685
chromosome	CDS	with_protein	WHS54712.1	tRNA adenosine(34) deaminase TadA	tadA	QLH64-01690	tadA	QLH64_01690	FALSE	QLH64-01690	tadA
chromosome	CDS	with_protein	WHS54713.1	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	cmoB	QLH64-01695	cmoB	QLH64_01695	FALSE	QLH64-01695	cmoB
chromosome	CDS	with_protein	WHS54714.1	carboxy-S-adenosyl-L-methionine synthase CmoA	cmoA	QLH64-01700	cmoA	QLH64_01700	FALSE	QLH64-01700	cmoA
chromosome	CDS	with_protein	WHS54715.1	lysoplasmalogenase		QLH64-01705		QLH64_01705	FALSE	QLH64-01705	QLH64-01705
chromosome	CDS	with_protein	WHS54716.1	protease inhibitor I42 family protein		QLH64-01710		QLH64_01710	FALSE	QLH64-01710	QLH64-01710
chromosome	CDS	with_protein	WHS54717.1	endopeptidase La	lon_1	QLH64-01715	lon	QLH64_01715	TRUE	QLH64-01715	lon_1
chromosome	CDS	with_protein	WHS54718.1	MFS transporter		QLH64-01720		QLH64_01720	FALSE	QLH64-01720	QLH64-01720
chromosome	CDS	with_protein	WHS54719.1	CNNM domain-containing protein		QLH64-01725		QLH64_01725	FALSE	QLH64-01725	QLH64-01725
chromosome	CDS	with_protein	WHS54720.1	cytochrome c biogenesis protein CcsA	ccsA	QLH64-01730	ccsA	QLH64_01730	FALSE	QLH64-01730	ccsA
chromosome	CDS	with_protein	WHS54721.1	signal recognition particle protein	ffh	QLH64-01735	ffh	QLH64_01735	FALSE	QLH64-01735	ffh
chromosome	CDS	with_protein	WHS54722.1	30S ribosomal protein S16	rpsP	QLH64-01740	rpsP	QLH64_01740	FALSE	QLH64-01740	rpsP
chromosome	CDS	with_protein	WHS54723.1	ribosome maturation factor RimM	rimM	QLH64-01745	rimM	QLH64_01745	FALSE	QLH64-01745	rimM
chromosome	CDS	with_protein	WHS54724.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD	QLH64-01750	trmD	QLH64_01750	FALSE	QLH64-01750	trmD
chromosome	CDS	with_protein	WHS54725.1	50S ribosomal protein L19	rplS	QLH64-01755	rplS	QLH64_01755	FALSE	QLH64-01755	rplS
chromosome	CDS	with_protein	WHS54726.1	site-specific tyrosine recombinase XerD	xerD	QLH64-01760	xerD	QLH64_01760	FALSE	QLH64-01760	xerD
chromosome	CDS	with_protein	WHS54727.1	DsbC family protein		QLH64-01765		QLH64_01765	FALSE	QLH64-01765	QLH64-01765
